R,p,tau,q,N,bias1,bias2,bias3,bias4,bias5,mse,se1,se2,se3,se4,se5,se_asym1,se_asym2,se_asym3,se_asym4,se_asym5,mse_asym,mse_asym_hat,coverage1,coverage2,coverage3,coverage4,coverage5
999,0.2,0.438587636760771,0.1,25,0.0293177315136961,0.0327148975860314,0.0444769320386942,0.0495042003129007,0.0204667624860035,2.30457126930327,0.645800704355064,0.662608331853449,0.679495919764895,0.69150282303057,0.658448714605031,0.651615462341325,0.715639200673264,0.665950375238364,0.646560312798992,0.591380467449931,4.1634653288301,2.14800317395071,0.920920920920921,0.92992992992993,0.928928928928929,0.938938938938939,0.937937937937938
999,0.2,0.3065596023684,0.2,25,-0.00343492679247892,0.0649585437513389,-0.00529785823955176,0.0726579227730211,0.011251603590771,2.56720181345015,0.681660742543167,0.703769168287969,0.67494295283005,0.732081571445892,0.725703584172297,0.980703579338916,0.929560653676004,1.23612207565613,0.733848950437316,0.99232585863333,5.57431094585042,4.87710519708547,0.941941941941942,0.94994994994995,0.946946946946947,0.947947947947948,0.936936936936937
999,0.2,0.22932815320494,0.3,25,0.0466602598714581,0.0269923583729068,0.032936705741017,0.0537537934007617,0.0119591229516767,2.90765685213375,0.742318134206401,0.770472090208783,0.742846595783753,0.774427957617173,0.724074722487746,0.465516991334697,0.806453851646678,0.74272776931497,0.794672685982365,0.411273201893388,4.80852843694288,2.21936874781073,0.960960960960961,NA,0.955955955955956,0.951951951951952,0.962962962962963
999,0.2,0.17453156797603,0.4,25,0.0334722182895795,-0.0355947188832515,0.0394162233783402,0.0636654088220585,0.0254775709373052,3.42035415444914,0.795323784009593,0.78711775026894,0.788795843871028,0.871203578988571,0.842597045198189,0.931155425181882,0.638476885412731,0.702283713124421,0.919093596448763,0.860753193194504,3.55703160502623,3.35353467139947,0.971971971971972,NA,NA,0.962962962962963,0.96996996996997
999,0.2,0.132028034392371,0.5,25,0.0409841680990597,0.0846905585161732,0.0200577805804465,-0.0477320899425235,0.0557272188670486,4.05671522114693,0.859326597953466,0.914357337166068,0.847622504115586,0.887270369330208,0.937874116193698,1.17784288420554,0.81378458674191,0.819746007755528,1.42591575022362,1.16569200761864,3.74237756379118,6.11361631408523,0.978978978978979,NA,NA,0.976976976976977,0.970970970970971
999,0.2,0.438587636760771,0.1,50,0.0112564252147369,0.00205002602445825,0.00921764104228939,0.032575364959279,0.0262979125094316,1.11366632174289,0.476211124783313,0.472619150494123,0.433558632711358,0.473279453872234,0.452067967382513,0.401569991531274,0.519802342597663,0.474024600678058,0.503317116968833,0.324228299216012,0.943420810693963,1.01460436576276,0.841841841841842,0.876876876876877,0.857857857857858,0.87987987987988,0.87987987987988
999,0.2,0.3065596023684,0.2,50,0.0330433895550906,-0.0312911764495343,0.0216138858164017,0.0337241653885696,0.00780405041873977,1.18852424521428,0.467071193855195,0.482506296995718,0.455308131607709,0.507482293475769,0.4739965639858,0.465414913573282,0.439760566117064,0.609107585218746,0.307267820230246,0.474913568366578,1.14155663582655,1.10096885842676,0.868868868868869,0.876876876876877,0.854854854854855,0.87987987987988,0.882882882882883
999,0.2,0.22932815320494,0.3,50,-0.0198706992921296,0.0126272221194739,0.0337713264056265,-0.0087759606608091,-0.0266697873808155,1.34693216103111,0.466307054892779,0.517683730832591,0.515701923719043,0.532911087867952,0.512067177445764,0.540713512058909,0.454177799805029,0.545648741784092,0.52684672440272,0.470949919730784,1.15102904917924,1.29574242327769,0.885885885885886,0.881881881881882,0.877877877877878,0.877877877877878,0.873873873873874
999,0.2,0.17453156797603,0.4,50,-0.011615041021933,0.0205763590908474,0.000445085626595398,-0.00540121872394805,0.0118934827486004,1.57011544525567,0.529484702457868,0.556098845460488,0.534265996056649,0.568864611042167,0.561020365297414,0.434376182149627,0.319293910959217,0.498174626397164,0.308057937735598,0.55481991494874,3.73366240348849,0.941534058606109,0.891891891891892,0.914914914914915,0.894894894894895,0.896896896896897,0.906906906906907
999,0.2,0.132028034392371,0.5,50,0.0386634557718919,0.0323241968594372,0.00436757680610167,-0.0131132487433665,0.0226676902644554,1.96523918640669,0.585944598787873,0.631493016029591,0.589256085487721,0.643793417410107,0.634746302633693,0.501182022593617,0.367581745767053,0.50118175923001,0.634823384404926,0.683323372343134,1.8990559090929,1.50741447595479,0.921921921921922,0.916916916916917,0.925925925925926,0.900900900900901,0.911911911911912
999,0.2,0.438587636760771,0.1,100,-0.00554511508995881,0.0241995339595642,0.00131499906991461,0.00923744323492515,0.00958132036174786,0.526839962671164,0.294630101880188,0.313344658271317,0.317642201199502,0.317078826632147,0.314579168046988,0.32370770093771,0.304291172395256,0.324219664546855,0.365708308237458,0.281106043493507,0.459123945877701,0.51526135852541,0.852852852852853,0.888888888888889,0.840840840840841,0.88988988988989,0.884884884884885
999,0.2,0.3065596023684,0.2,100,0.0134254374783009,0.0137839095419903,0.0217615419118691,-0.00177055856621466,-0.00435131792840093,0.592715285816054,0.313849274736186,0.348591704135902,0.339264302225953,0.33782714892121,0.333221107767849,0.308667204505484,0.297966682689939,0.327013971714091,0.270345911906988,0.277921176186445,0.377852087850546,0.441324817084379,0.874874874874875,0.878878878878879,0.852852852852853,0.885885885885886,0.870870870870871
999,0.2,0.22932815320494,0.3,100,0.0134901556190332,-0.00351195648083769,0.0051478894424225,0.0245686624436294,0.00112417244027707,0.66611463225255,0.340265316613678,0.36782319101693,0.345035219485631,0.358850568935242,0.35382019560118,0.435180327226704,0.376884657188813,0.393131938447764,0.328616906904085,0.365693963082587,0.628787170670166,0.727697829195424,0.867867867867868,0.877877877877878,0.861861861861862,0.896896896896897,0.887887887887888
999,0.2,0.17453156797603,0.4,100,-0.0103734245699876,-0.00290557880863096,-0.0111301996450313,-0.00304468104924216,0.0314442067862379,0.790359042164046,0.365636295312929,0.378608222724952,0.391972193373324,0.401180787385709,0.391435294320342,0.355165461993528,0.212205349516511,0.332103506451306,0.427327619757518,0.36067797420037,0.552072773558104,0.594163850434662,0.853853853853854,0.903903903903904,0.835835835835836,0.873873873873874,0.876876876876877
999,0.2,0.132028034392371,0.5,100,0.00305117340093486,0.033295911864603,0.0222751161117745,0.0246548917314289,-0.00276457845284317,0.945290416260345,0.41134007136925,0.437201106813292,0.418678422169464,0.437341610408215,0.411796266298984,0.374123969275335,0.312872430143249,0.453384066432177,0.504102760295999,0.503643973721012,1.24663230048939,0.951191858828188,0.865865865865866,0.883883883883884,0.863863863863864,0.885885885885886,0.888888888888889
999,0.2,0.438587636760771,0.1,200,0.00284685412553243,0.0165187673103608,-0.00334818992488717,-0.000870076952356191,0.00100962470971822,0.280791255749192,0.21978833234634,0.219693621896137,0.219463334583787,0.232484601774979,0.217827791750147,0.265437292341419,0.272216692085918,0.27053686590333,0.237692581312551,0.27166817155642,0.237430082954983,0.348050438076372,0.858858858858859,0.892892892892893,0.831831831831832,0.868868868868869,0.891891891891892
999,0.2,0.3065596023684,0.2,200,0.00911557552100217,0.014018407082804,0.00146851232562806,0.00107406252756981,-0.00209293556226697,0.294923453662889,0.225498751942535,0.225591198402562,0.225425814939182,0.230480077651228,0.236522602690934,0.247063259336602,0.222262375705016,0.191661560624207,0.207478229235905,0.212269750661629,0.353502861020491,0.235280634241786,0.871871871871872,0.904904904904905,0.861861861861862,0.895895895895896,0.872872872872873
999,0.2,0.22932815320494,0.3,200,-0.00166294177030712,0.00347448789703075,0.00559653106498159,0.0103272895342745,0.00957483753291699,0.342963734093089,0.239187943087908,0.246117382945668,0.243307501594473,0.251574925254754,0.2605440807464,0.260973120539572,0.264905910255723,0.253372265486543,0.283989173154679,0.247492514371699,0.290126634761828,0.344382010989462,0.857857857857858,0.890890890890891,0.862862862862863,0.896896896896897,0.878878878878879
999,0.2,0.17453156797603,0.4,200,0.00854243683770362,-0.0114525023019691,0.0012891122437475,0.0209295536505096,0.00795836623916579,0.402899067452699,0.271095375643529,0.270297816294039,0.262654664674423,0.280747447094155,0.267840713463728,0.220884887232191,0.269616932916298,0.255653119852332,0.255165478100166,0.222958074532395,0.313651755447835,0.30166166582628,0.84984984984985,0.896896896896897,0.851851851851852,0.880880880880881,0.883883883883884
999,0.2,0.132028034392371,0.5,200,-0.000354825208054743,-0.000105077894646088,0.00842547182992948,0.0271116945834111,0.00467971884909679,0.483847510198745,0.293123389049987,0.302106667232484,0.279661494247934,0.316873379214932,0.300487700102041,0.244354754708737,0.376683739239505,0.249496672711836,0.299198822802538,0.299431642388121,0.407191902721847,0.443027719280171,0.852852852852853,0.88988988988989,0.863863863863864,0.884884884884885,0.891891891891892
